observable;cc;tags;description
amv186.internetdsl.tpnet.pl;;exploit|malware;phishing
bbouw.com;;exploit|malware;phishing
cheapsmmpack.com;;exploit|malware;phishing
facebook.com-info.download;;exploit|malware;phishing
fuel-cellnews.com;;exploit|malware;phishing
halliwellcementrendering.com.au;;exploit|malware;phishing
hkm-aviation.com;;exploit|malware;phishing
m.facebook.com----------accept--our--new--tos--today-asaasans.theatticinbuffalo.com;;exploit|malware;phishing
miarun.ru;;exploit|malware;phishing
paypal.kunden00-konten-aktualiseren.tk;;exploit|malware;phishing
portal-de-desbloqueio.com;;exploit|malware;phishing
cgi-webapps-payment-information.com;;exploit|malware;phishing
appsto30.beget.tech;;exploit|malware;phishing
bdlive.top;;exploit|malware;phishing
bkdresswala.com;;exploit|malware;phishing
chasebankaccountlogin-loginaccess-control.gajamitengineering.com;;exploit|malware;phishing
cielopromocional.cf;;exploit|malware;phishing
eliteride.limo;;exploit|malware;phishing
fizikdefteri.com;;exploit|malware;phishing
hipnotizedo.com;;exploit|malware;phishing
hotelpadmalaxmi.com;;exploit|malware;phishing
ia-waziri.com;;exploit|malware;phishing
jiopd.xyz;;exploit|malware;phishing
mentorinstituteoftechnologies.com;;exploit|malware;phishing
news-email-link-ne.com;;exploit|malware;phishing
onlineofficeoffice365now.xyz;;exploit|malware;phishing
paypal.com.uk.signin.priauth.nav.f9a348bf60bbc6569f2.solutionslaw.com.au;;exploit|malware;phishing
pitchtext.com;;exploit|malware;phishing
pogi.ga;;exploit|malware;phishing
protal.discover.com-account-security.prolecare.com;;exploit|malware;phishing
vidracariaar.com.br;;exploit|malware;phishing
vippropertiesshops.com;;exploit|malware;phishing
x.saponsroyale.com;;exploit|malware;phishing
clinicfordiet.com;;exploit|malware;phishing
doneperfect.cf;;exploit|malware;phishing
fdcdoc.com;;exploit|malware;phishing
fdssnow.xyz;;exploit|malware;phishing
kjfjjjiy.beget.tech;;exploit|malware;phishing
market.facebook.copycatcashsystem.com;;exploit|malware;phishing
securelogin.paypal.it.webapps.mpp.home.autenticazione.gx86fkitocomhes0vfdqv6d1hpsyoxzulwqr8oalqooyt7xfbrwwmznue6it.jafinafara.for-our.info;;exploit|malware;phishing
securelogin.paypal.it.webapps.mpp.home.autenticazione.k2q26ojmrogfubejuvyepr9wmrui9iej0ub60bhrqowaqrjac8fspdfrlzaj.jafinafara.for-our.info;;exploit|malware;phishing
top-nail.by;;exploit|malware;phishing
eec-courier.com;;exploit|malware;phishing
hotkooldeals.com;;exploit|malware;phishing
benfvickjrasa.com;;exploit|malware;phishing
bluecrowngroup.us;;exploit|malware;phishing
dihantelecom.com;;exploit|malware;phishing
eleamtech.com;;exploit|malware;phishing
facebook.com-------validate----credentials----new-tos--19182121.enkaemlak.com;;exploit|malware;phishing
fidelity.auth.currentthinkingsolar.com.au;;exploit|malware;phishing
jhyrgweb.xyz;;exploit|malware;phishing
niamulbashir.com;;exploit|malware;phishing
notification-control-fb.com.urazlife.com.tr;;exploit|malware;phishing
online-service-bank.net;;exploit|malware;phishing
theabstractprincess.com;;exploit|malware;phishing
vkmcom.beget.tech;;exploit|malware;phishing
neojeans.com.ar;;exploit|malware;phishing
logica-info.com;;exploit|malware;locky
chase-bank1.website;;exploit|malware;phishing
ddewlab.xyz;;exploit|malware;phishing
fifththirdbanking.verification.onlineservice.darwintoylibrary.com.au;;exploit|malware;phishing
atefab.pingfiles.fr;;exploit|malware;phishing
cabobabysitting.com;;exploit|malware;phishing
fb-security-center-inc.xyz;;exploit|malware;phishing
nicoleeliasmakeupdesign.com;;exploit|malware;phishing
pamkow.com;;exploit|malware;phishing
sqfadsde.com;;exploit|malware;phishing
taskmate.com.au;;exploit|malware;phishing
tulindogruer.net;;exploit|malware;phishing
xvideod03.com;;exploit|malware;phishing
yoo.londonbinanddumpsterrental.ca;;exploit|malware;phishing
lmportant-notlce-021.gdn;;exploit|malware;suspicious
lmportant-notlce-231.gdn;;exploit|malware;suspicious
lmportant-warnlng-g21.gdn;;exploit|malware;suspicious
lmportant-warnlng-n11.gdn;;exploit|malware;suspicious
warnlng-n0tice-001.gdn;;exploit|malware;suspicious
warnlng-n0tice-021.gdn;;exploit|malware;suspicious
warnlng-n0tice-601.gdn;;exploit|malware;suspicious
warnlng-n0tice-d41.gdn;;exploit|malware;suspicious
warnlng-n0tice-f21.gdn;;exploit|malware;suspicious
warnlng-n0tice-w01.gdn;;exploit|malware;suspicious
tijanconstruction.com;;exploit|malware;phishing
airsoft10.com;;exploit|malware;phishing
myfaceb00ksecrets.comeze.com;;exploit|malware;phishing
oneness4all.org;;exploit|malware;phishing
violbcp.com;;exploit|malware;phishing
icloud-info.info;;exploit|malware;phishing
georgia-purcell.myjino.ru;;exploit|malware;phishing
patriciasolitro.club;;exploit|malware;phishing
91kuyue.com;;exploit|malware;phishing
audiomovil.cl;;exploit|malware;phishing
centralworldz.ml;;exploit|malware;phishing
createyourplatter.com.au;;exploit|malware;phishing
dedetizacaoriodejaneiro.com.br;;exploit|malware;phishing
gdcdd.co;;exploit|malware;phishing
laurahanly.robhanly.com;;exploit|malware;phishing
nonaypoon.com;;exploit|malware;phishing
poechan.ml;;exploit|malware;phishing
quentumabintl.com;;exploit|malware;phishing
uspropertywarehouse.com;;exploit|malware;phishing
wpiuwos.com;;exploit|malware;phishing
alifruitjuice.biz;;exploit|malware;phishing
biz-tie.com;;exploit|malware;phishing
cafekahpeltik.com;;exploit|malware;phishing
foreverdivine.com.au;;exploit|malware;phishing
gotyourgas.com;;exploit|malware;phishing
kigalicommunicationassociates.com;;exploit|malware;phishing
mtcconsult.com;;exploit|malware;phishing
survivalandcrossfitness.com;;exploit|malware;phishing
ukfdecapkoct.co.za;;exploit|malware;phishing
dufatanye.org;;exploit|malware;phishing
homecarelove.com.au;;exploit|malware;phishing
rentatoldosycarpas.com;;exploit|malware;phishing
laidebc.xyz;;exploit|malware;phishing
plusdance.win;;exploit|malware;phishing
unblocking-fb-support.xyz;;exploit|malware;phishing
wearetomorrow.co.uk;;exploit|malware;phishing
att.com.loginaction.softwaresdevelopment.in;;exploit|malware;phishing
irs.jaggerbabuinreviews.com;;exploit|malware;phishing
vasuca.cl;;exploit|malware;phishing
account-internal.info;;exploit|malware;suspicious
cooperativaciap.com;;exploit|malware;phishing
etisalat-apari.fixedtofit.com.au;;exploit|malware;phishing
nunezescobarabogados.com;;exploit|malware;phishing
siemenasrmaad.date;;exploit|malware;phishing
thegira.net;;exploit|malware;phishing
topmarketingonline.com.br;;exploit|malware;phishing
alothmantravels.com;;exploit|malware;phishing
artextildelcaribe.com;;exploit|malware;phishing
emiratesnbbd.com;;exploit|malware;phishing
min2candy.com;;exploit|malware;phishing
shreejioverseasindia.com;;exploit|malware;phishing
bicpzonasequra.vivabcps.tk;;exploit|malware;phishing
beautyhairvietnam.com.vn;;exploit|malware;phishing
dreamsworld.com.br;;exploit|malware;phishing
latenoow.tk;;exploit|malware;phishing
wanagudangberliangroup.com;;exploit|malware;phishing
wolkenbruch-online.de;;exploit|malware;phishing
agiosgeorgioscorfu.com;;exploit|malware;phishing
catalog.goodhousekeeper.biz;;exploit|malware;phishing
drbalsam.com;;exploit|malware;phishing
faheemproducts.com;;exploit|malware;phishing
paraguaytv.net;;exploit|malware;phishing
wes-lon.com;;exploit|malware;phishing
brown-paper-packages-sa.com;;exploit|malware;phishing
expertnet.ba;;exploit|malware;phishing
kanikamyer.com;;exploit|malware;phishing
pyplusersverified.com;;exploit|malware;phishing
online.bankaustria.at.id981086i.gdn;;exploit|malware;suspicious
ashokacorporation.in;;exploit|malware;phishing
chasebank.anioutii.beget.tech;;exploit|malware;phishing
mamicode.bid;;exploit|malware;phishing
wmmusic.co.uk;;exploit|malware;phishing
bcpzonaseguraenlinea2.betaviasegurablcp.com;;exploit|malware;phishing
gomezysimone.com;;exploit|malware;phishing
optusnet.com.a.schoorlse-reddingsbrigade.trade;;exploit|malware;phishing
mobilfree9.beget.tech;;exploit|malware;suspicious
soulemaniaire.ml;;exploit|malware;phishing
secure-account-verification.com;;exploit|malware;suspicious
cinemacorpater.co.za;;exploit|malware;phishing
designpattarai.com;;exploit|malware;phishing
elegantseowriting.com;;exploit|malware;phishing
mujereshomemade.com.py;;exploit|malware;phishing
orbanisazionbabon.gq;;exploit|malware;phishing
revision.acc.invalid-address-app-info.com;;exploit|malware;phishing
secure-restored-payments-frauds-activity.com;;exploit|malware;phishing
ninjacashmachine.com;;exploit|malware;phishing
chaletzinal.com;;exploit|malware;phishing
ganjalomania.ml;;exploit|malware;phishing
gazzettalavoro.trade;;exploit|malware;phishing
lignerich.com;;exploit|malware;phishing
app.onlinecustomer-home-service.app.update.ten-four.com;;exploit|malware;phishing
ahmedalkhalifah.sa;;exploit|malware;phishing
chaseonlinebanking.world;;exploit|malware;phishing
francescoalfonsi.com;;exploit|malware;phishing
gch-ingenieros.com;;exploit|malware;phishing
iulkijatrefeg.com;;exploit|malware;phishing
parvati.net.in;;exploit|malware;phishing
proveeedoras.com;;exploit|malware;phishing
santiagoairporttransfer.com;;exploit|malware;phishing
dcm1.eim.ae.fulfillmentireland.ie;;exploit|malware;phishing
pplsupj1.beget.tech;;exploit|malware;phishing
sccmaintenance.com.au;;exploit|malware;phishing
aishwaryarai.fr;;exploit|malware;phishing
arduinoforautism.com;;exploit|malware;phishing
bapatconsultants.com;;exploit|malware;phishing
beatechnologiesindia.com;;exploit|malware;phishing
minabella.com.br;;exploit|malware;phishing
pdbhsbk.edu.bd;;exploit|malware;phishing
childersgaragedoor.com;;exploit|malware;phishing
inc-wccustomer.euweb.cz;;exploit|malware;phishing
napsterfree.gq;;exploit|malware;phishing
oeftinternational.com;;exploit|malware;phishing
regupdate-ldentupgrade.gdn;;exploit|malware;phishing
zietop.cf;;exploit|malware;phishing
affipr.com;;exploit|malware;phishing
coldclad.com.warganis.com;;exploit|malware;phishing
micros0ftonline.ga;;exploit|malware;phishing
worldairsafaris.com;;exploit|malware;phishing
worldteamart.com;;exploit|malware;phishing
yahoo.verification.ranglayadil.com;;exploit|malware;phishing
checkroutineowa.org;;exploit|malware;malicious
egolu.ru;;exploit|malware;malicious
exipogreen.ru;;exploit|malware;malicious
jdexcorp.com;;exploit|malware;malicious
kf3nqetgl3p3qlvnl4ze.ru;;exploit|malware;malicious
micromgroup.com;;exploit|malware;malicious
olujan.ru;;exploit|malware;malicious
secureaccount.ru;;exploit|malware;malicious
smalodysmyto.tk;;exploit|malware;malicious
wusupport.su;;exploit|malware;malicious
mpkajol.com;;exploit|malware;phishing
renamsocreton.expert;;exploit|malware;phishing
caminulgradinabunicilor.ro;;exploit|malware;phishing
fblogin.serwisedinburgh.co.uk;;exploit|malware;phishing
nhacsan.pro;;exploit|malware;phishing
phabdeal.com;;exploit|malware;phishing
installupgradenow.fastandgoodcontentjust4youtodownloadthisweek.stream;;exploit|malware;phishing
newalways.securecontentnewly4everyone.date;;exploit|malware;phishing
setupdate24.readyforucontent.review;;exploit|malware;phishing
100sitehosting.com;;exploit|malware;phishing
aabhi.in;;exploit|malware;phishing
adindacottagesandcabins.com.au;;exploit|malware;phishing
atsmhe.com;;exploit|malware;phishing
bestlinejobs.com;;exploit|malware;phishing
blog247.ro;;exploit|malware;phishing
cahenry.com;;exploit|malware;phishing
child-safe-kits.com;;exploit|malware;phishing
combilift-multimodal.com;;exploit|malware;phishing
cotswoldrealestate.co.uk;;exploit|malware;phishing
disaviation.net;;exploit|malware;phishing
getamobilesite.com;;exploit|malware;phishing
lplo1ghs-site.1tempurl.com;;exploit|malware;phishing
malyhgl2.beget.tech;;exploit|malware;phishing
maotata.com;;exploit|malware;phishing
marrybannonhomeandonlineworld.com;;exploit|malware;phishing
multiplynetworth.com;;exploit|malware;phishing
pixie-beauty.com;;exploit|malware;phishing
pro-cleans.com;;exploit|malware;phishing
service-confirmation-customers.jakarta6666666.com;;exploit|malware;phishing
service-confirmation-customer.traxlerenterprises.com;;exploit|malware;phishing
sos-car.pl;;exploit|malware;phishing
studio-taddei.it;;exploit|malware;phishing
sup-finance.com;;exploit|malware;phishing
surgefortune.com;;exploit|malware;phishing
uedrmanuelnuneztovar.com.ve;;exploit|malware;phishing
unitechmetalindoperkasa.com;;exploit|malware;phishing
usapib.com;;exploit|malware;phishing
vmrinternational.com;;exploit|malware;phishing
wwunauthorizes-idapps-idacademy.com;;exploit|malware;phishing
administratiekantoortekoop.com;;exploit|malware;phishing
blockchain.info.datasellnow.com;;exploit|malware;phishing
dealspicks.com;;exploit|malware;phishing
eurostroy50.ru;;exploit|malware;phishing
freehaj4.beget.tech;;exploit|malware;phishing
inbergmotors.net;;exploit|malware;phishing
inneedbd.com;;exploit|malware;phishing
lesteeuropeu.tur.br;;exploit|malware;phishing
milkpeda.com;;exploit|malware;phishing
paypal.de.sicherer-login.com;;exploit|malware;phishing
the3rtechnologies.com;;exploit|malware;phishing
vacationinouterbanks.com;;exploit|malware;phishing
petsmaputo.myjino.ru;;exploit|malware;phishing
smlleshome.com;;exploit|malware;phishing
bioresonantiehaarlem.eu;;exploit|malware;phishing
cdicasup.beget.tech;;exploit|malware;phishing
celebration.4ed.us;;exploit|malware;phishing
coughcrops.co.za;;exploit|malware;phishing
cu4yxrg8rgkqkdkr2.gdn;;exploit|malware;phishing
isafruta.com;;exploit|malware;phishing
oss-india.com;;exploit|malware;phishing
rawanahmedr.com;;exploit|malware;phishing
ryankristomuljono.com;;exploit|malware;phishing
wnac7dnv3rug9dzvj.gdn;;exploit|malware;phishing
z5k25qb8xwhbjfhsj.gdn;;exploit|malware;phishing
manage-store-account-support.com;;exploit|malware;suspicious
resulta8.beget.tech;;exploit|malware;suspicious
service-apple-ld.com;;exploit|malware;suspicious
banoteraswaer.com;;exploit|malware;phishing
beyazitpastacafe.com;;exploit|malware;phishing
bitaxenworld.com;;exploit|malware;phishing
brianschulman.com;;exploit|malware;phishing
chase.com-account-verification.myaccountverify.be;;exploit|malware;phishing
depositgift.chalany.com.au;;exploit|malware;phishing
envato-market.net;;exploit|malware;phishing
esanakugbe.ca;;exploit|malware;phishing
fabien0l.beget.tech;;exploit|malware;phishing
goldmsia.com;;exploit|malware;phishing
j804324.myjino.ru;;exploit|malware;phishing
kailashyatra.co.in;;exploit|malware;phishing
kr-enterprises.org;;exploit|malware;phishing
ldrzoqj5-site.1tempurl.com;;exploit|malware;phishing
lhqtz6bs-site.1tempurl.com;;exploit|malware;phishing
manpscoys.co.za;;exploit|malware;phishing
mobile-free-fr.freemooe.beget.tech;;exploit|malware;phishing
promotoyota.info;;exploit|malware;phishing
rikvipcode.club;;exploit|malware;phishing
satanobboi.com;;exploit|malware;phishing
sugdduud.net;;exploit|malware;phishing
webgisdlhprovsumbar.net;;exploit|malware;phishing
offertree.net;;exploit|malware;suppobox
3request3.respond-request-sellers-v5b6.com;;exploit|malware;phishing
advoice.agency;;exploit|malware;phishing
alamanda-rental.com;;exploit|malware;phishing
aldusaccountants.com;;exploit|malware;phishing
antikaalanlar.club;;exploit|malware;phishing
asian-sirens.com;;exploit|malware;phishing
attiaphoto.com;;exploit|malware;phishing
bohobargains.luvtoshop.net;;exploit|malware;phishing
cerrajerosos.com;;exploit|malware;phishing
compteursdeauduquebec.com;;exploit|malware;phishing
deepjyotipashmina.com;;exploit|malware;phishing
dropbox.com.landing.thebrotherstrainingcenter.co.id;;exploit|malware;phishing
edu-speedup.com;;exploit|malware;phishing
fattofitmyquest.com;;exploit|malware;phishing
gelsonscorporate.com;;exploit|malware;phishing
ggaiinasss.com;;exploit|malware;phishing
hebermyn.net;;exploit|malware;phishing
iceilandia.com.br;;exploit|malware;phishing
j804505.myjino.ru;;exploit|malware;phishing
jomarjewelry.com;;exploit|malware;phishing
jonathanchan.ca;;exploit|malware;phishing
kpmsfoundation.org;;exploit|malware;phishing
kudewe.belihosting.co.id;;exploit|malware;phishing
login.microsoftonline.com.vidaparacolombia.org;;exploit|malware;phishing
